31250070, -3.17333, -2.15408, 0.0776866, 2.98589, 2.59243, 0.0889522, 2.57411, -0.165396, 0.0306964, 0, 0, 0
31260106, -3.17333, -2.15408, 0.0776866, 2.98589, 2.59243, 0.0889522, 2.57411, -0.165396, 0.0306964, 0, 0, 0
31270072, -3.17333, -2.15408, 0.0776866, 2.98589, 2.59243, 0.0889522, 2.57413, -0.165383, 0.030636, 0, 0, 0
31280081, -3.17334, -2.15408, 0.0776922, 2.98589, 2.59243, 0.0889528, 2.57412, -0.165332, 0.0305806, 0, 0, 0
31290218, -3.17332, -2.1541, 0.0776859, 2.98583, 2.59243, 0.0889504, 2.57432, -0.164967, 0.0306383, 0, 0, 0
31300150, -3.17332, -2.1541, 0.0776859, 2.98583, 2.59243, 0.0889504, 2.57432, -0.164967, 0.0306383, 0, 0, 0
31310162, -3.17333, -2.15407, 0.0776953, 2.98587, 2.5924, 0.0889432, 2.5741, -0.16526, 0.0305001, 0, 0, 0
31320215, -3.17331, -2.15406, 0.0777019, 2.98591, 2.59245, 0.0889547, 2.57411, -0.165265, 0.0305224, 0, 0, 0
31330083, -3.17334, -2.15409, 0.0777281, 2.98584, 2.59244, 0.0889847, 2.5741, -0.165353, 0.0305893, 0, 0, 0
31340078, -3.17334, -2.15408, 0.0776896, 2.98589, 2.59246, 0.0889495, 2.57415, -0.165348, 0.0306158, 0, 0, 0
31350082, -3.17333, -2.15411, 0.0776915, 2.98598, 2.59245, 0.0889116, 2.57417, -0.165384, 0.0306276, 0, 0, 0
31360155, -3.17333, -2.15411, 0.0776915, 2.98598, 2.59245, 0.0889116, 2.57417, -0.165384, 0.0306276, 0, 0, 0
31370102, -3.17332, -2.15407, 0.077698, 2.98583, 2.59247, 0.0890043, 2.57414, -0.165365, 0.0306647, 0, 0, 0
31380134, -3.17333, -2.15409, 0.0776861, 2.98587, 2.59241, 0.088939, 2.57413, -0.165317, 0.0306139, 0, 0, 0
31390078, -3.17331, -2.15408, 0.0777111, 2.98584, 2.59241, 0.0890262, 2.57412, -0.165311, 0.0305683, 0, 0, 0
31400083, -3.1733, -2.15409, 0.0776943, 2.98587, 2.59245, 0.0889932, 2.57409, -0.165319, 0.0305216, 0, 0, 0
31410087, -3.17332, -2.1541, 0.0776876, 2.98588, 2.59244, 0.088915, 2.57411, -0.165336, 0.0305127, 0, 0, 0
31420079, -3.17334, -2.15408, 0.077702, 2.98587, 2.5924, 0.0889434, 2.57412, -0.165282, 0.0304916, 0, 0, 0
31430072, -3.1733, -2.15407, 0.0777101, 2.98588, 2.59241, 0.0890148, 2.57414, -0.165377, 0.030653, 0, 0, 0
31440141, -3.1733, -2.15407, 0.0777101, 2.98588, 2.59241, 0.0890148, 2.57414, -0.165377, 0.030653, 0, 0, 0
